8.654990830214174, 207.2393045977628
25.08016859536039, 203.94247165946314
50.20591799744746, 197.8871955470233
87.8905202646904, 189.63760577428386
122.6713570210529, 183.04822985596465
150.6847845904698, 178.66603747278558
181.5966152229169, 173.73473042974658
216.36940830750416, 168.8120033032679
255.00584506815665, 163.3423064960693
305.2251691852296, 157.8983494385517
352.5407277914221, 154.11460623545435
395.02472088458927, 151.43123733121695
439.43919520382656, 148.7521583852597
494.4552289228986, 149.42997179352432
